,Date,signal,vwap
2226,2023-01-03,0.0,
2227,2023-01-04,-1.0,126.7133305867513
2228,2023-01-05,-1.0,126.70742814287738
2229,2023-01-06,1.0,126.46142762464268
2230,2023-01-09,1.0,126.8896435884493
2231,2023-01-10,1.0,127.57393465722097
2232,2023-01-11,1.0,127.88576152042972
2233,2023-01-12,1.0,128.44241904209846
2234,2023-01-13,1.0,128.95047292539175
2235,2023-01-17,1.0,129.34745843885736
2236,2023-01-18,1.0,129.8818404072592
2237,2023-01-19,1.0,130.4149606862654
2238,2023-01-20,1.0,130.71986279164634
2239,2023-01-23,1.0,131.21213237277198
2240,2023-01-24,1.0,131.95205418617226
2241,2023-01-25,1.0,132.54611941459396
2242,2023-01-26,1.0,133.01576173958227
2243,2023-01-27,1.0,133.46638432501953
2244,2023-01-30,1.0,134.1079966307784
2245,2023-01-31,1.0,134.55831351683761
2246,2023-02-01,1.0,134.9725625968112
2247,2023-02-02,1.0,135.4565585276856
2248,2023-02-03,1.0,136.5102936240668
2249,2023-02-06,1.0,137.94943536416477
2250,2023-02-07,1.0,138.4711813172034
2251,2023-02-08,1.0,139.11456655607142
2252,2023-02-09,1.0,139.5430968707233
2253,2023-02-10,1.0,139.8771431375831
2254,2023-02-13,1.0,140.1650004499987
2255,2023-02-14,1.0,140.53032143228813
2256,2023-02-15,1.0,140.8618086781925
2257,2023-02-16,1.0,141.25022726796433
2258,2023-02-17,1.0,141.6282925187753
2259,2023-02-21,1.0,141.88276525294197
2260,2023-02-22,1.0,142.05966372388076
2261,2023-02-23,1.0,142.19189167339863
2262,2023-02-24,1.0,142.31849589807942
2263,2023-02-27,1.0,142.40668360397888
2264,2023-02-28,1.0,142.50289145267243
2265,2023-03-01,1.0,142.59973606926914
2266,2023-03-02,1.0,142.66399121430422
2267,2023-03-03,1.0,142.7159389073342
2268,2023-03-06,1.0,142.8875574668004
2269,2023-03-07,1.0,143.22545505809055
2270,2023-03-08,1.0,143.39050475093674
2271,2023-03-09,1.0,143.5316969307622
2272,2023-03-10,1.0,143.67170429917172
2273,2023-03-13,1.0,143.78473431670562
2274,2023-03-14,1.0,143.9535904911199
2275,2023-03-15,1.0,144.12860736141135
2276,2023-03-16,1.0,144.3044381235947
2277,2023-03-17,1.0,144.52613200773158
2278,2023-03-20,1.0,144.81902855285895
2279,2023-03-21,1.0,145.04899268633847
2280,2023-03-22,1.0,145.30885384355435
2281,2023-03-23,1.0,145.5813071056453
2282,2023-03-24,1.0,145.81800879209172
2283,2023-03-27,1.0,146.02003379575274
2284,2023-03-28,1.0,146.1873659959249
2285,2023-03-29,1.0,146.31279804416332
2286,2023-03-30,1.0,146.48671187694012
2287,2023-03-31,1.0,146.6698429724161
2288,2023-04-03,1.0,146.94777737265187
2289,2023-04-04,1.0,147.19279366175167
2290,2023-04-05,1.0,147.3902817822374
2291,2023-04-06,1.0,147.57820530376364
2292,2023-04-10,1.0,147.7436251814401
2293,2023-04-11,1.0,147.88761429207872
2294,2023-04-12,1.0,148.02674728177735
2295,2023-04-13,1.0,148.16378593149804
2296,2023-04-14,1.0,148.39893313678724
2297,2023-04-17,1.0,148.57331546982778
2298,2023-04-18,1.0,148.7150896155438
2299,2023-04-19,1.0,148.89916917717724
2300,2023-04-20,1.0,149.0774759707324
2301,2023-04-21,1.0,149.26505689498194
2302,2023-04-24,1.0,149.4529578023303
2303,2023-04-25,1.0,149.58220775781953
2304,2023-04-26,1.0,149.72638691628364
2305,2023-04-27,1.0,149.8527375249673
2306,2023-04-28,1.0,150.0721891503732
2307,2023-05-01,1.0,150.27302281248473
2308,2023-05-02,1.0,150.46421609124073
2309,2023-05-03,1.0,150.63053073555403
2310,2023-05-04,1.0,150.84592314225637
2311,2023-05-05,1.0,151.06599203500298
2312,2023-05-08,1.0,151.50722120876927
2313,2023-05-09,1.0,151.72134467804824
2314,2023-05-10,1.0,151.88493686688153
2315,2023-05-11,1.0,152.08352720389266
2316,2023-05-12,1.0,152.26620126457382
2317,2023-05-15,1.0,152.42386584754124
2318,2023-05-16,1.0,152.54933561882257
2319,2023-05-17,1.0,152.68983067562598
2320,2023-05-18,1.0,152.8768186346089
2321,2023-05-19,1.0,153.1084723015109
2322,2023-05-22,1.0,153.31283164123246
2323,2023-05-23,1.0,153.4601577065995
2324,2023-05-24,1.0,153.61240047306256
2325,2023-05-25,1.0,153.742286415655
2326,2023-05-26,1.0,153.91224860974782
2327,2023-05-30,1.0,154.09206999231787
2328,2023-05-31,1.0,154.29728404095403
2329,2023-06-01,1.0,154.65642198519708
2330,2023-06-02,1.0,154.91163242494247
2331,2023-06-05,1.0,155.15162831345745
2332,2023-06-06,1.0,155.6147310204557
2333,2023-06-07,1.0,155.83588876751176
2334,2023-06-08,1.0,156.04203135373567
2335,2023-06-09,1.0,156.2125135732842
2336,2023-06-12,1.0,156.38761009319322
2337,2023-06-13,1.0,156.5916201252484
2338,2023-06-14,1.0,156.79813702693633
2339,2023-06-15,1.0,157.0120199802557
2340,2023-06-16,1.0,157.26938518154037
2341,2023-06-20,1.0,157.65791523859124
2342,2023-06-21,1.0,157.8436406359776
2343,2023-06-22,1.0,158.0179286291878
2344,2023-06-23,1.0,158.2090307043521
2345,2023-06-26,1.0,158.4078244691661
2346,2023-06-27,1.0,158.58404314179228
2347,2023-06-28,1.0,158.77544778050122
2348,2023-06-29,1.0,158.97641154254185
2349,2023-06-30,1.0,159.15967088799937
2350,2023-07-03,1.0,159.53070440645104
2351,2023-07-05,1.0,159.66371999004215
2352,2023-07-06,1.0,159.8538612826552
2353,2023-07-07,1.0,160.03088568128427
2354,2023-07-10,1.0,160.21350019358653
2355,2023-07-11,1.0,160.42458204668625
2356,2023-07-12,1.0,160.58351541808383
2357,2023-07-13,1.0,160.80261982462153
2358,2023-07-14,1.0,160.95250966178682
2359,2023-07-17,1.0,161.10170443780368
2360,2023-07-18,1.0,161.29851192001595
2361,2023-07-19,1.0,161.48534106867766
2362,2023-07-20,1.0,161.80918417628882
2363,2023-07-21,1.0,162.0357935702535
2364,2023-07-24,1.0,162.29400365918858
2365,2023-07-25,1.0,162.4578179453857
2366,2023-07-26,1.0,162.59266241489036
2367,2023-07-27,1.0,162.7672034254505
2368,2023-07-28,1.0,162.9389133786465
2369,2023-07-31,1.0,163.11838563114492
2370,2023-08-01,1.0,163.26359682820814
2371,2023-08-02,1.0,163.39329022838686
2372,2023-08-03,1.0,163.56216660029895
2373,2023-08-04,1.0,163.75257269942495
2374,2023-08-07,1.0,164.00800747309168
2375,2023-08-08,1.0,164.1758109523672
2376,2023-08-09,1.0,164.2862472085158
2377,2023-08-10,1.0,164.37991558860125
2378,2023-08-11,1.0,164.46408084490258
2379,2023-08-14,1.0,164.5369933562957
2380,2023-08-15,1.0,164.60302077213515
2381,2023-08-16,1.0,164.66456216573718
2382,2023-08-17,1.0,164.72629978288498
2383,2023-08-18,1.0,164.7969425008793
2384,2023-08-21,1.0,164.85418346778366
2385,2023-08-22,1.0,164.90369282425775
2386,2023-08-23,1.0,164.95611292875753
2387,2023-08-24,1.0,165.03878345147928
2388,2023-08-25,1.0,165.11005140653072
2389,2023-08-28,1.0,165.17622404759143
2390,2023-08-29,1.0,165.24048065792795
2391,2023-08-30,1.0,165.33367193410672
2392,2023-08-31,1.0,165.4629772922375
2393,2023-09-01,1.0,165.59915050893667
2394,2023-09-05,1.0,165.70529265939248
2395,2023-09-06,1.0,165.80890240974645
2396,2023-09-07,1.0,165.95648538774242
2397,2023-09-08,1.0,166.06965810597023
2398,2023-09-11,1.0,166.1488707674268
2399,2023-09-12,1.0,166.22074142769145
2400,2023-09-13,1.0,166.31307407821703
2401,2023-09-14,1.0,166.3826703479133
2402,2023-09-15,1.0,166.4321544834405
2403,2023-09-18,1.0,166.5192073181256
2404,2023-09-19,1.0,166.58872117095046
2405,2023-09-20,1.0,166.64533325568883
2406,2023-09-21,1.0,166.6993030674633
2407,2023-09-22,1.0,166.74461917627087
2408,2023-09-25,1.0,166.78804838371727
2409,2023-09-26,1.0,166.8248288102926
2410,2023-09-27,1.0,166.8598002306772
2411,2023-09-28,1.0,166.88324537557935
2412,2023-09-29,1.0,166.8991716277948
2413,2023-10-02,1.0,166.9201374734645
2414,2023-10-03,1.0,166.9476347192836
2415,2023-10-04,1.0,166.97050425584993
2416,2023-10-05,1.0,166.99776331688713
2417,2023-10-06,1.0,167.02831608853919
2418,2023-10-09,1.0,167.07315828790914
2419,2023-10-10,1.0,167.11231331767587
2420,2023-10-11,1.0,167.15511839137199
2421,2023-10-12,1.0,167.2029295137789
2422,2023-10-13,1.0,167.26716362079625
2423,2023-10-16,1.0,167.32031469585107
2424,2023-10-17,1.0,167.36741134332647
2425,2023-10-18,1.0,167.41229487871723
2426,2023-10-19,1.0,167.45184347278453
2427,2023-10-20,1.0,167.49420420305742
2428,2023-10-23,1.0,167.52641688057994
2429,2023-10-24,1.0,167.5481752201999
2430,2023-10-25,1.0,167.56698272550082
2431,2023-10-26,-1.0,167.58556285403122
2432,2023-10-27,1.0,167.58779368304107
2433,2023-10-30,1.0,167.5897312760864
2434,2023-10-31,1.0,167.59996094320653
2435,2023-11-01,1.0,167.6079663961751
2436,2023-11-02,1.0,167.63112518101238
2437,2023-11-03,1.0,167.68745213544415
2438,2023-11-06,1.0,167.73658635300598
2439,2023-11-07,1.0,167.78873461033604
2440,2023-11-08,1.0,167.86088059881018
2441,2023-11-09,1.0,167.9168154604691
2442,2023-11-10,1.0,167.97784593868067
2443,2023-11-13,1.0,168.06590371136141
2444,2023-11-14,1.0,168.12190347133543
2445,2023-11-15,1.0,168.20874198528935
2446,2023-11-16,1.0,168.2904200045474
2447,2023-11-17,1.0,168.37784099056122
2448,2023-11-20,1.0,168.45815255867424
2449,2023-11-21,1.0,168.53626071514014
2450,2023-11-22,1.0,168.59864751081213
2451,2023-11-24,1.0,168.66617901596223
2452,2023-11-27,1.0,168.70405501354145
2453,2023-11-28,1.0,168.76686731892784
2454,2023-11-29,1.0,168.82745101358464
2455,2023-11-30,1.0,168.8944127029376
2456,2023-12-01,1.0,168.96753340103692
2457,2023-12-04,1.0,169.0394595896297
2458,2023-12-05,1.0,169.1020070129412
2459,2023-12-06,1.0,169.21498498944965
2460,2023-12-07,1.0,169.28528937884644
2461,2023-12-08,1.0,169.37016206388193
2462,2023-12-11,1.0,169.46807664203087
2463,2023-12-12,1.0,169.5684758846083
2464,2023-12-13,1.0,169.65839011441656
2465,2023-12-14,1.0,169.79341667040674
2466,2023-12-15,1.0,169.92516198157762
2467,2023-12-18,1.0,170.17184583736255
2468,2023-12-19,1.0,170.26993284166272
2469,2023-12-20,1.0,170.34377052453522
2470,2023-12-21,1.0,170.43499472092745
2471,2023-12-22,1.0,170.5134068247114
2472,2023-12-26,1.0,170.57290216601885
2473,2023-12-27,1.0,170.61759027140664
2474,2023-12-28,1.0,170.68930074395786
2475,2023-12-29,1.0,170.7426167141546
2476,2024-01-02,1.0,170.80638040719765
2477,2024-01-03,1.0,170.89051411133173
2478,2024-01-04,1.0,170.94378617630773
2479,2024-01-05,1.0,170.99659161298462
2480,2024-01-08,1.0,171.03945109302296
2481,2024-01-09,1.0,171.09094578006685
2482,2024-01-10,1.0,171.12833442129428
2483,2024-01-11,1.0,171.17250554003294
2484,2024-01-12,1.0,171.21832214385293
2485,2024-01-16,1.0,171.25721926936916
2486,2024-01-17,1.0,171.3070408407529
2487,2024-01-18,1.0,171.33973816925175
2488,2024-01-19,1.0,171.42286533613267
2489,2024-01-22,1.0,171.50827073075166
2490,2024-01-23,1.0,171.5940954125221
2491,2024-01-24,1.0,171.6571046829491
2492,2024-01-25,1.0,171.73692391028413
2493,2024-01-26,1.0,171.8160220218015
2494,2024-01-29,1.0,171.87579981376766
2495,2024-01-30,1.0,171.9330811743386
2496,2024-01-31,1.0,171.993266880562
2497,2024-02-01,1.0,172.0393646164927
2498,2024-02-02,1.0,172.09528257534575
2499,2024-02-05,1.0,172.17171994887636
2500,2024-02-06,1.0,172.23791026779816
2501,2024-02-07,1.0,172.2812675698076
2502,2024-02-08,1.0,172.3382524467166
2503,2024-02-09,1.0,172.37846020813842
2504,2024-02-12,1.0,172.42404632081767
2505,2024-02-13,1.0,172.4624234737261
2506,2024-02-14,1.0,172.5050778911294
2507,2024-02-15,1.0,172.5431205149906
2508,2024-02-16,1.0,172.58518366414737
2509,2024-02-20,1.0,172.6160484511771
2510,2024-02-21,1.0,172.64399501108073
2511,2024-02-22,1.0,172.66705048819372
2512,2024-02-23,1.0,172.7020513155707
2513,2024-02-26,1.0,172.73026597659975
2514,2024-02-27,1.0,172.75151279895582
2515,2024-02-28,1.0,172.7812379605874
2516,2024-02-29,1.0,172.80648372602118
2517,2024-03-01,1.0,172.87133345488365
